CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_MATRBE4S	SURPRISAL
2916	ICE-GB	S2B-009	say	absent	obj	English	spoken	0	5.4709394983
2917	ICE-GB	S1B-076	say	absent	obj	English	spoken	0	5.4709394983
2918	ICE-GB	S1A-050	say	absent	obj	English	spoken	0	5.4709394983
2919	ICE-GB	S1B-061	say	absent	obj	English	spoken	4	5.4709394983
2920	ICE-GB	S1B-066	say	present	obj	English	spoken	0	5.4709394983
2921	ICE-GB	S1B-035	say	absent	obj	English	spoken	0	6.6122582927
2922	ICE-GB	S1B-070	say	present	obj	English	spoken	0	6.6122582927
2923	ICE-GB	S1B-052	say	absent	obj	English	spoken	0	6.6122582927
2924	ICE-GB	S1B-039	say	present	obj	English	spoken	0	6.0396795164
2925	ICE-GB	S2B-012	say	present	obj	English	spoken	0	6.0396795164
2926	ICE-GB	S2B-014	say	absent	obj	English	spoken	0	6.0396795164
2927	ICE-GB	S2B-012	say	absent	obj	English	spoken	0	6.0396795164
2928	ICE-GB	S1A-053	say	absent	obj	English	spoken	0	6.0396795164
2929	ICE-GB	S2A-063	say	present	obj	English	spoken	0	6.2252351696
2930	ICE-GB	S1B-008	say	absent	obj	English	spoken	75	6.2252351696
2931	ICE-GB	S1A-053	say	present	obj	English	spoken	0	5.0125742862
2932	ICE-GB	S1B-072	say	present	obj	English	spoken	4	13.7635183384
2933	ICE-GB	S2B-016	say	present	obj	English	spoken	0	15.3484808391
2934	ICE-GB	S1B-027	say	absent	obj	English	spoken	4	4.3971961241
2935	ICE-GB	W2F-007	say	absent	obj	English	written	0	4.3971961241
2936	ICE-GB	S2B-004	say	absent	obj	English	spoken	0	4.3971961241
2937	LINDSEI	SP048	say	absent	obj	Spanish	spoken	0	4.3971961241
2938	ICE-GB	W2B-005	say	present	obj	English	written	0	4.3971961241
2939	ICE-GB	S2B-021	say	absent	obj	English	spoken	0	4.3971961241
2940	ICLE	GEAU1017	say	absent	obj	German	written	9	4.3971961241
2941	LINDSEI	GE041	say	present	obj	German	spoken	0	4.3971961241
2942	ICE-GB	S2B-008	say	absent	obj	English	spoken	0	4.3971961241
2943	LINDSEI	SP011	say	absent	obj	Spanish	spoken	12	4.3971961241
2944	ICE-GB	S2B-001	say	absent	obj	English	spoken	0	4.3971961241
2945	ICE-GB	W1B-014	say	absent	obj	English	written	0	4.3971961241
2946	ICLE	GEAU2016	say	absent	obj	German	written	0	4.3971961241
2947	ICE-GB	S1B-001	say	present	obj	English	spoken	0	4.3971961241
2948	ICLE	GEAU1099	say	absent	obj	German	written	0	4.3971961241
2949	ICE-GB	S1A-090	say	absent	obj	English	spoken	0	4.3971961241
2950	ICE-GB	S1A-100	say	present	obj	English	spoken	0	4.3971961241
2951	ICE-GB	W2F-003	say	absent	obj	English	written	0	4.9159389387
2952	ICLE	GESA5010	say	present	obj	German	written	0	4.9159389387
2953	ICE-GB	S1A-093	say	absent	obj	English	spoken	0	4.9159389387
2954	LINDSEI	SP006	say	absent	obj	Spanish	spoken	0	4.9159389387
2955	ICE-GB	S1A-047	say	absent	obj	English	spoken	0	4.9159389387
2956	ICLE	GESA5010	say	present	obj	German	written	0	4.9159389387
2957	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	7.6070138527
2958	ICE-GB	S1B-013	say	absent	obj	English	spoken	34	3.8591345984
2959	ICE-GB	S2A-002	say	absent	obj	English	spoken	0	3.8591345984
2960	ICE-GB	S1A-050	say	absent	obj	English	spoken	0	3.8591345984
2961	ICE-GB	S2B-015	say	absent	obj	English	spoken	10	3.8591345984
2962	ICE-GB	S2A-002	say	absent	obj	English	spoken	0	3.8591345984
2963	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	3.8591345984
2964	ICE-GB	S2B-002	say	absent	obj	English	spoken	0	3.8591345984
2965	ICE-GB	W2C-015	say	absent	obj	English	written	14	3.8591345984
2966	LINDSEI	SP006	say	absent	obj	Spanish	spoken	0	3.8591345984
2967	ICE-GB	S1A-043	say	absent	obj	English	spoken	0	3.8591345984
2968	ICE-GB	S1A-083	say	absent	obj	English	spoken	0	3.8591345984
2969	ICE-GB	S2B-015	say	absent	obj	English	spoken	0	3.8591345984
2970	ICE-GB	S2A-064	say	present	obj	English	spoken	0	3.8591345984
2971	ICE-GB	S2B-015	say	absent	obj	English	spoken	0	3.8591345984
2972	ICE-GB	S1B-026	say	absent	obj	English	spoken	0	3.8591345984
2973	ICE-GB	S2B-014	say	absent	obj	English	spoken	0	3.8591345984
2974	LINDSEI	GE008	say	absent	obj	German	spoken	0	3.8591345984
2975	ICE-GB	S2A-002	say	absent	obj	English	spoken	0	3.8591345984
2976	LINDSEI	GE017	say	absent	obj	German	spoken	0	3.8591345984
2977	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	3.8591345984
2978	ICE-GB	W1A-012	say	present	obj	English	written	0	3.8591345984
2979	ICE-GB	W2C-015	say	absent	obj	English	written	7	3.8591345984
2980	ICLE	GEAU3048	say	present	obj	German	written	0	5.623966986
2981	ICE-GB	S1B-011	say	present	obj	English	spoken	63	5.623966986
2982	ICE-GB	S1A-007	say	absent	obj	English	spoken	0	5.623966986
2983	ICE-GB	S1A-039	say	absent	obj	English	spoken	4	5.623966986
2984	ICE-GB	S2B-015	say	absent	obj	English	spoken	0	5.623966986
2985	ICE-GB	S1B-002	say	present	obj	English	spoken	0	3.9508062061
2986	ICLE	GEBA1032	say	absent	obj	German	written	2	3.9508062061
2987	ICE-GB	S1B-002	say	present	obj	English	spoken	0	3.9508062061
2988	ICE-GB	S2B-006	say	absent	obj	English	spoken	0	3.9508062061
2989	ICLE	GEAU3048	say	present	obj	German	written	7	3.9508062061
2990	ICE-GB	S2B-008	say	absent	obj	English	spoken	0	3.9508062061
2991	ICE-GB	S2B-018	say	absent	obj	English	spoken	0	3.9508062061
2992	ICLE	GEAU3048	say	present	obj	German	written	0	3.9508062061
2993	ICE-GB	S2B-015	say	absent	obj	English	spoken	7	3.9508062061
2994	ICE-GB	S2A-036	say	present	obj	English	spoken	0	3.9508062061
2995	ICE-GB	S1A-078	say	present	obj	English	spoken	0	3.9508062061
2996	ICE-GB	S2B-011	say	absent	obj	English	spoken	0	3.9508062061
2997	LINDSEI	SP013	say	present	obj	Spanish	spoken	0	3.9508062061
2998	ICE-GB	S2B-017	say	absent	obj	English	spoken	0	3.9508062061
2999	ICE-GB	S2B-017	say	absent	obj	English	spoken	0	3.9508062061
3000	ICE-GB	W1B-011	say	absent	obj	English	written	0	3.9508062061
3001	ICE-GB	W2C-017	say	absent	obj	English	written	0	3.9508062061
3002	ICE-GB	S2B-015	say	absent	obj	English	spoken	0	3.9508062061
3003	ICE-GB	S2B-015	say	absent	obj	English	spoken	0	3.9508062061
3004	ICE-GB	W2E-006	say	present	obj	English	written	4	3.9508062061
3005	ICE-GB	W2C-017	say	present	obj	English	written	0	6.2904891163
3006	LINDSEI	SP003	say	present	obj	Spanish	spoken	16	6.2904891163
3007	ICE-GB	S1B-033	say	present	obj	English	spoken	0	6.2904891163
3008	ICE-GB	S2B-015	say	absent	obj	English	spoken	0	6.2904891163
3009	ICE-GB	S2B-011	say	absent	obj	English	spoken	0	6.2904891163
3010	ICLE	GESA5020	say	present	obj	German	written	0	6.2904891163
3011	ICE-GB	W2F-003	say	absent	obj	English	written	0	6.1100760998
3012	ICE-GB	S1B-038	say	absent	obj	English	spoken	0	6.1100760998
3013	ICE-GB	W2B-015	say	absent	obj	English	written	2	6.1100760998
3014	ICE-GB	S2B-016	say	absent	obj	English	spoken	0	6.1100760998
3015	ICE-GB	S2B-015	say	absent	obj	English	spoken	10	6.1100760998
3016	ICE-GB	S2A-047	say	absent	obj	English	spoken	0	6.1100760998
3017	ICE-GB	W2B-038	say	absent	obj	English	written	0	7.3484808391
3018	ICE-GB	S2B-031	say	absent	obj	English	spoken	4	6.356958993
3019	ICE-GB	S1B-029	say	present	obj	English	spoken	0	7.5605782797
3020	ICE-GB	S1B-069	say	absent	obj	English	spoken	0	6.1124666472
3021	ICE-GB	S1A-057	say	absent	obj	English	spoken	0	6.1124666472
3022	ICE-GB	S1A-050	say	absent	obj	English	spoken	0	6.1124666472
3023	ICE-GB	S1A-047	say	absent	obj	English	spoken	0	6.1124666472
3024	LINDSEI	SP030	see	present	obj	Spanish	spoken	0	8.3507348119
3025	LINDSEI	SP035	see	absent	obj	Spanish	spoken	4	7.7747771245
3026	ICE-GB	S1A-052	see	absent	obj	English	spoken	0	7.7747771245
3027	ICLE	SPM01021	see	present	obj	Spanish	written	0	7.7747771245
3028	LINDSEI	SP046	see	absent	obj	Spanish	spoken	29	7.7747771245
3029	ICE-GB	W2E-003	see	present	obj	English	written	66	6.0638536642
3030	ICE-GB	S1A-054	see	present	obj	English	spoken	15	6.0638536642
3031	ICE-GB	S1A-058	see	absent	obj	English	spoken	0	6.819332556
3032	ICE-GB	S1A-077	see	absent	obj	English	spoken	0	6.819332556
3033	ICE-GB	S1A-045	see	absent	obj	English	spoken	0	5.2071237101
3034	ICE-GB	S1A-088	see	absent	obj	English	spoken	0	5.2071237101
3035	LINDSEI	SP011	see	present	obj	Spanish	spoken	0	4.9685287051
3036	ICLE	GESA5005	see	present	obj	German	written	0	4.9685287051
3037	ICLE	SPM03029	see	present	obj	Spanish	written	57	4.9685287051
3038	ICLE	SPM06009	see	present	obj	Spanish	written	27	4.9685287051
3039	ICLE	GEAU1072	see	absent	obj	German	written	8	4.9685287051
3040	ICLE	GEDR1013	see	present	obj	German	written	2	4.9685287051
3041	LINDSEI	SP031	see	present	obj	Spanish	spoken	0	4.9685287051
3042	ICE-GB	S2A-025	see	present	obj	English	spoken	19	4.9685287051
3043	ICE-GB	W2F-020	see	present	obj	English	written	3	4.9685287051
3044	ICLE	SPM05006	see	absent	obj	Spanish	written	4	4.9685287051
3045	ICE-GB	S2A-057	see	present	obj	English	spoken	12	4.9685287051
3046	ICLE	SPM06009	see	absent	obj	Spanish	written	0	4.9685287051
3047	LINDSEI	GE037	see	absent	obj	German	spoken	0	4.9685287051
3048	LINDSEI	GE006	see	present	obj	German	spoken	0	8.7067247429
3049	LINDSEI	SP006	see	absent	obj	Spanish	spoken	0	8.7067247429
3050	LINDSEI	GE043	see	present	obj	German	spoken	0	8.7067247429
3051	LINDSEI	GE003	see	present	obj	German	spoken	21	8.7067247429
3052	LINDSEI	SP011	see	present	obj	Spanish	spoken	0	8.7067247429
3053	LINDSEI	SP020	see	present	obj	Spanish	spoken	0	8.7067247429
3054	LINDSEI	GE003	see	present	obj	German	spoken	0	8.7067247429
3055	ICLE	GEAU1023	see	present	obj	German	written	7	3.5080911399
3056	ICLE	SPM09003	see	present	obj	Spanish	written	0	3.5080911399
3057	ICE-GB	S2A-043	see	present	obj	English	spoken	0	3.5080911399
3058	LINDSEI	SP035	see	present	obj	Spanish	spoken	0	3.5080911399
3059	LINDSEI	SP004	see	present	obj	Spanish	spoken	4	3.5080911399
3060	ICLE	SPAL1009	see	present	obj	Spanish	written	13	3.5080911399
3061	ICE-GB	S2A-028	see	present	obj	English	spoken	23	3.5080911399
3062	ICLE	SPM10003	see	present	obj	Spanish	written	56	3.5080911399
3063	ICE-GB	S1B-061	see	present	obj	English	spoken	0	3.5080911399
3064	ICLE	SPM05007	see	absent	obj	Spanish	written	61	3.5080911399
3065	ICE-GB	W2B-013	see	present	obj	English	written	4	3.5080911399
3066	ICE-GB	S2A-057	see	present	obj	English	spoken	0	3.5080911399
3067	ICE-GB	S2A-060	see	present	obj	English	spoken	0	3.5080911399
3068	ICE-GB	S2B-007	see	absent	obj	English	spoken	0	3.5080911399
3069	LINDSEI	SP006	see	absent	obj	Spanish	spoken	14	3.5080911399
3070	LINDSEI	SP006	see	present	obj	Spanish	spoken	12	3.5080911399
3071	ICLE	GESA4002	see	present	obj	German	written	0	3.5080911399
3072	ICE-GB	S2A-056	see	present	obj	English	spoken	0	3.5080911399
3073	ICLE	SPAL1009	see	present	obj	Spanish	written	0	3.5080911399
3074	LINDSEI	SP013	see	present	obj	Spanish	spoken	26	3.5080911399
3075	ICLE	SPM06009	see	present	obj	Spanish	written	0	3.5080911399
3076	ICLE	SPAL1009	see	present	obj	Spanish	written	0	3.5080911399
3077	LINDSEI	SP007	see	absent	obj	Spanish	spoken	0	3.5080911399
3078	ICE-GB	S2A-043	see	present	obj	English	spoken	51	3.5080911399
3079	LINDSEI	GE016	see	present	obj	German	spoken	19	8.1432583826
3080	LINDSEI	GE011	see	present	obj	German	spoken	4	8.1432583826
3081	ICE-GB	S2A-053	see	absent	obj	English	spoken	4	8.1432583826
3082	ICE-GB	S1B-017	see	absent	obj	English	spoken	0	8.1432583826
3083	ICE-GB	S2A-057	see	absent	obj	English	spoken	0	8.1432583826
3084	ICLE	SPM08004	see	present	obj	Spanish	written	0	8.1432583826
3085	ICLE	GEDR1010	see	present	obj	German	written	10	8.1432583826
3086	ICE-GB	S2A-047	see	absent	obj	English	spoken	0	8.1432583826
3087	ICE-GB	S2A-053	see	present	obj	English	spoken	108	8.1432583826
3088	ICE-GB	S2A-047	see	present	obj	English	spoken	0	8.1432583826
3089	ICE-GB	W2F-009	see	absent	obj	English	written	39	8.2978552523
3090	LINDSEI	SP020	see	present	obj	Spanish	spoken	0	8.2978552523
3091	ICE-GB	W2B-012	see	present	obj	English	written	0	8.2978552523
3092	ICLE	SPAL1008	see	present	obj	Spanish	written	39	8.2978552523
3093	LINDSEI	GE034	see	absent	obj	German	spoken	0	8.2978552523
3094	ICLE	SPM09003	see	present	obj	Spanish	written	0	6.9014815973
3095	ICE-GB	S1B-075	see	present	obj	English	spoken	0	6.9014815973
3096	ICE-GB	S1A-017	see	absent	obj	English	spoken	0	6.9014815973
3097	ICE-GB	S2B-030	see	present	obj	English	spoken	0	6.9014815973
3098	ICLE	SPAL1008	see	present	obj	Spanish	written	14	6.9014815973
3099	ICLE	SPM01009	see	present	obj	Spanish	written	0	6.9014815973
3100	LINDSEI	GE026	see	present	obj	German	spoken	0	6.9014815973
3101	ICE-GB	S2A-053	see	absent	obj	English	spoken	0	6.9014815973
3102	ICE-GB	W2F-007	see	absent	obj	English	written	0	4.9501968824
3103	ICLE	SPM07025	see	absent	obj	Spanish	written	0	4.9501968824
3104	ICLE	SPM04011	see	absent	obj	Spanish	written	2	4.9501968824
3105	ICE-GB	W2F-002	see	absent	obj	English	written	0	4.9501968824
3106	ICE-GB	W2C-008	show	present	obj	English	written	0	3.9631155432
3107	ICE-GB	W2C-001	show	present	obj	English	written	0	3.9631155432
3108	ICLE	GEDR1024	show	present	obj	German	written	0	3.9631155432
3109	ICLE	SPM03035	show	present	obj	Spanish	written	0	3.9631155432
3110	ICE-GB	W2A-038	show	present	obj	English	written	0	3.9631155432
3111	ICE-GB	S2B-032	show	present	obj	English	spoken	0	3.9631155432
3112	ICLE	GEDR1024	show	present	obj	German	written	0	3.9631155432
3113	ICLE	SPM09002	show	present	obj	Spanish	written	0	8.9582769863
3114	ICE-GB	W2A-026	show	present	obj	English	written	58	8.9582769863
3115	ICE-GB	S1B-068	show	present	obj	English	spoken	0	8.9582769863
3116	ICE-GB	S2A-070	show	present	obj	English	spoken	0	8.390592477
3117	ICLE	SPM04042	show	present	obj	Spanish	written	0	8.390592477
3118	ICLE	SPM01016	show	present	obj	Spanish	written	0	8.390592477
3119	ICE-GB	S1B-039	show	present	obj	English	spoken	0	8.390592477
3120	ICE-GB	W2B-012	show	present	obj	English	written	15	8.390592477
3121	ICE-GB	S2B-041	show	absent	obj	English	spoken	0	4.0760615413
3122	ICE-GB	S1B-021	show	present	obj	English	spoken	0	4.0760615413
3123	ICE-GB	W1A-016	show	present	obj	English	written	0	4.0760615413
3124	ICE-GB	W2B-002	show	present	obj	English	written	9	4.0760615413
3125	ICLE	GEAU3025	show	present	sub	German	written	0	8.1856860325
3126	ICE-GB	S1B-039	show	present	obj	English	spoken	0	8.1856860325
3127	ICE-GB	S2A-035	show	present	obj	English	spoken	0	7.948519578
3128	ICLE	GESA4002	show	present	obj	German	written	27	5.1969755189
3129	ICE-GB	S2B-013	show	present	obj	English	spoken	0	5.1969755189
3130	ICE-GB	S1B-020	show	present	obj	English	spoken	0	5.1969755189
3131	ICE-GB	W1A-004	show	present	obj	English	written	0	5.1969755189
3132	ICLE	GESA4010	show	present	obj	German	written	0	5.1969755189
3133	ICE-GB	W2E-007	show	present	obj	English	written	0	8.4249576219
3134	ICE-GB	S2A-041	show	present	obj	English	spoken	0	8.4249576219
3135	ICE-GB	S2A-033	show	absent	obj	English	spoken	0	8.4249576219
3136	ICLE	GESA3006	show	present	obj	German	written	0	3.805172104
3137	ICE-GB	S2A-027	show	present	obj	English	spoken	0	3.805172104
3138	ICLE	GEAU2005	show	present	obj	German	written	0	7.1602670628
3139	LINDSEI	GE008	show	present	obj	German	spoken	0	10.416606816
3140	LINDSEI	GE004	show	present	obj	German	spoken	0	2.7038887681
3141	ICE-GB	S2A-041	show	present	obj	English	spoken	0	2.7038887681
3142	ICE-GB	W1B-029	show	present	obj	English	written	10	2.7038887681
3143	ICE-GB	S2A-060	show	present	obj	English	spoken	0	2.7038887681
3144	ICLE	GEAU2005	show	present	obj	German	written	0	2.7038887681
3145	ICLE	GEDR1002	show	present	obj	German	written	0	8.8316443153
3146	ICE-GB	W2D-001	show	absent	obj	English	written	0	6.0708319792
3147	ICE-GB	W2D-001	show	present	obj	English	written	2	6.0708319792
3148	ICE-GB	W2D-010	show	present	obj	English	written	0	6.0708319792
3149	ICE-GB	W2D-001	show	present	obj	English	written	0	6.0708319792
3150	ICLE	GEAU3038	show	present	obj	German	written	49	6.0708319792
3151	LINDSEI	GE029	show	present	obj	German	spoken	0	6.0708319792
3152	ICLE	SPM01005	state	present	obj	Spanish	written	7	8.3120954852
3153	ICLE	GEAU3016	state	present	obj	German	written	7	8.3120954852
3154	ICLE	GEAU1044	state	present	obj	German	written	0	8.3120954852
3155	ICE-GB	W2C-005	suggest	present	obj	English	written	0	4.2699922416
3156	ICE-GB	S1B-035	suggest	present	obj	English	spoken	0	7.6970023825
3157	ICE-GB	S2B-009	suggest	present	obj	English	spoken	0	7.6970023825
3158	ICE-GB	S1B-065	suggest	present	obj	English	spoken	0	10.0189304774
3159	ICE-GB	S2A-031	suggest	present	obj	English	spoken	0	6.2346591685
3160	ICE-GB	S1B-016	suggest	absent	obj	English	spoken	6	6.2346591685
3161	ICE-GB	S2B-031	suggest	present	obj	English	spoken	0	8.6038929782
3162	ICE-GB	W1A-016	suggest	present	obj	English	written	0	4.737644367
3163	ICE-GB	S2A-066	suggest	present	obj	English	spoken	0	4.737644367
3164	ICE-GB	W1A-002	suggest	present	obj	English	written	0	4.737644367
3165	ICE-GB	W2C-006	suggest	present	obj	English	written	7	4.737644367
3166	ICE-GB	S2B-029	suggest	present	obj	English	spoken	0	7.6038929782
3167	ICE-GB	S2A-030	suggest	present	obj	English	spoken	0	7.6038929782
3168	ICLE	GESA3015	suggest	present	obj	German	written	0	7.6038929782
3169	ICLE	GESA4004	suggest	present	obj	German	written	0	7.6038929782
3170	ICE-GB	W2C-007	suggest	absent	obj	English	written	0	7.3559654647
3171	ICLE	SPAL1008	suggest	present	obj	Spanish	written	0	7.3559654647
3172	ICLE	SPM05017	suggest	present	obj	Spanish	written	20	13.1888554789
3173	ICE-GB	W2E-005	suggest	present	obj	English	written	0	4.9479620849
3174	ICE-GB	S1B-077	suggest	absent	obj	English	spoken	0	4.9479620849
3175	ICE-GB	W2C-006	suggest	present	obj	English	written	10	4.9479620849
3176	ICE-GB	W1A-006	suggest	present	obj	English	written	0	4.9479620849
3177	ICE-GB	S2B-017	suggest	present	obj	English	spoken	0	4.9479620849
3178	ICE-GB	W2A-030	suggest	present	obj	English	written	0	4.9479620849
3179	ICLE	GEAU2042	suggest	present	obj	German	written	0	7.011387465
3180	ICE-GB	W2C-012	suggest	present	obj	English	written	0	7.011387465
3181	ICE-GB	S1B-053	suggest	present	obj	English	spoken	0	7.7322333938
3182	ICE-GB	S2B-005	suggest	absent	obj	English	spoken	0	3.8617684279
3183	ICLE	GEBA1004	suggest	present	obj	German	written	0	9.7917845261
3184	ICE-GB	W1A-004	suggest	present	obj	English	written	0	6.7043216849
3185	ICE-GB	W1A-007	suggest	present	obj	English	written	7	4.4743719124
3186	ICE-GB	S2B-008	suggest	absent	obj	English	spoken	0	4.4743719124
3187	ICE-GB	W1A-013	suggest	present	obj	English	written	0	4.4743719124
3188	ICE-GB	S2B-006	suggest	present	obj	English	spoken	0	4.4743719124
3189	ICE-GB	S1B-036	suggest	present	obj	English	spoken	0	4.4743719124
3190	ICE-GB	S1A-004	suggest	present	obj	English	spoken	0	6.9844296041
3191	ICE-GB	S1B-075	suggest	present	obj	English	spoken	0	8.3323529075
3192	ICLE	SPM03016	suppose	present	obj	Spanish	written	15	6.2145039274
3193	ICLE	SPM04011	suppose	present	obj	Spanish	written	2	9.4043284863
3194	ICE-GB	S2A-051	suppose	absent	obj	English	spoken	0	10.0824003914
3195	ICE-GB	S2B-048	suppose	present	obj	English	spoken	0	9.4043284863
3196	LINDSEI	SP010	suppose	present	obj	Spanish	spoken	0	11.4043284863
3197	ICLE	SPM03054	suppose	present	obj	Spanish	written	0	4.9164884524
3198	ICE-GB	W2F-002	suppose	absent	obj	English	written	9	4.9164884524
3199	ICE-GB	W2F-011	suppose	absent	obj	English	written	0	4.9164884524
3200	ICE-GB	W2F-007	suppose	absent	obj	English	written	0	4.9164884524
3201	ICE-GB	W2F-011	suppose	present	obj	English	written	73	9.1564009728
3202	ICE-GB	S1A-072	suppose	absent	obj	English	spoken	0	3.5761920021
3203	ICE-GB	S1B-047	suppose	absent	obj	English	spoken	0	3.5761920021
3204	ICE-GB	S1B-063	suppose	absent	obj	English	spoken	0	3.5761920021
3205	ICE-GB	S1B-062	suppose	absent	obj	English	spoken	0	3.5761920021
3206	ICE-GB	S1B-049	suppose	absent	obj	English	spoken	0	3.5761920021
3207	ICE-GB	S1B-041	suppose	present	obj	English	spoken	0	3.5761920021
3208	LINDSEI	SP027	suppose	absent	obj	Spanish	spoken	13	3.5761920021
3209	ICE-GB	S1A-075	suppose	absent	obj	English	spoken	0	3.5761920021
3210	ICE-GB	S1A-042	suppose	absent	obj	English	spoken	0	3.5761920021
3211	LINDSEI	SP002	suppose	absent	obj	Spanish	spoken	0	3.5761920021
3212	ICE-GB	W1B-006	suppose	absent	obj	English	written	9	3.5761920021
3213	ICE-GB	S1A-083	suppose	absent	obj	English	spoken	0	3.5761920021
3214	ICE-GB	W1B-013	suppose	absent	obj	English	written	0	3.5761920021
3215	ICE-GB	S1A-050	suppose	absent	obj	English	spoken	0	3.5761920021
3216	ICE-GB	S1B-071	suppose	absent	obj	English	spoken	6	6.6099126199
3217	LINDSEI	SP010	suppose	absent	obj	Spanish	spoken	0	6.7749718662
3218	ICE-GB	S1B-048	suppose	absent	obj	English	spoken	0	3.6034285863
3219	ICE-GB	S1B-023	suppose	absent	obj	English	spoken	9	3.6034285863
3220	ICE-GB	W2F-003	suppose	absent	obj	English	written	5	3.6034285863
3221	ICE-GB	S1A-050	suppose	absent	obj	English	spoken	0	3.6034285863
3222	ICE-GB	S1A-050	suppose	absent	obj	English	spoken	0	3.6034285863
3223	ICE-GB	S1A-016	suppose	absent	obj	English	spoken	0	3.6034285863
3224	ICE-GB	S1A-097	suppose	absent	obj	English	spoken	0	3.6034285863
3225	ICE-GB	S1B-072	suppose	absent	obj	English	spoken	0	3.6034285863
